"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 00:00","2017","09","01","00:00","19.0","","5.0","","40","","0.0","","","","","","","","96.48","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 01:00","2017","09","01","01:00","16.7","","6.3","","50","","0.0","","","","","","","","96.55","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 02:00","2017","09","01","02:00","17.0","","5.2","","46","","0.0","","","","","","","","96.52","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 03:00","2017","09","01","03:00","16.0","","5.6","","50","","0.0","","","","","","","","96.58","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 04:00","2017","09","01","04:00","16.7","","5.2","","47","","0.0","","","","","","","","96.57","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 05:00","2017","09","01","05:00","16.3","","5.2","","48","","0.0","","","","","","","","96.57","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 06:00","2017","09","01","06:00","15.7","","5.4","","50","","0.0","","","","","","","","96.63","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 07:00","2017","09","01","07:00","18.6","","5.1","","41","","0.0","","","","","","","","96.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 08:00","2017","09","01","08:00","21.3","","3.4","","31","","0.0","","","","","","","","96.67","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 09:00","2017","09","01","09:00","23.9","","2.2","","24","","0.0","","","","","","","","96.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-09-01 10:00","2017","09","01","10:00","27.0","","0.6","","18","","0.0","","","","","","","","96.61","","25","","","","NA"
