"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 00:00","2019","04","01","00:00","3.6","","-1.0","","72","","0.0","","","","","","","","96.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 01:00","2019","04","01","01:00","3.0","","-1.1","","74","","0.0","","","","","","","","96.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 02:00","2019","04","01","02:00","2.4","","-1.5","","76","","0.0","","","","","","","","96.85","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 03:00","2019","04","01","03:00","2.3","","-1.5","","76","","0.0","","","","","","","","96.87","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 04:00","2019","04","01","04:00","0.8","","-1.8","","83","","0.0","","","","","","","","96.87","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 05:00","2019","04","01","05:00","0.8","","-1.7","","83","","0.0","","","","","","","","96.90","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 06:00","2019","04","01","06:00","0.5","","-2.1","","83","","0.0","","","","","","","","96.93","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 07:00","2019","04","01","07:00","3.7","","-0.8","","72","","0.0","","","","","","","","96.92","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 08:00","2019","04","01","08:00","5.7","","-1.0","","62","","0.0","","","","","","","","96.92","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 09:00","2019","04","01","09:00","7.3","","-2.1","","51","","0.0","","","","","","","","96.88","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 10:00","2019","04","01","10:00","9.6","","-0.7","","49","","0.0","","","","","","","","96.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 11:00","2019","04","01","11:00","10.8","","-0.7","","45","","0.0","","","","","","","","96.77","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 12:00","2019","04","01","12:00","12.5","","-0.5","","41","","0.0","","","","","","","","96.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 13:00","2019","04","01","13:00","14.1","","-2.0","","33","","0.0","","","","","","","","96.60","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 14:00","2019","04","01","14:00","15.7","","-3.7","","26","","0.0","","","","","","","","96.50","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 15:00","2019","04","01","15:00","16.3","","-8.1","","18","","0.0","","","","","","","","96.42","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 16:00","2019","04","01","16:00","16.3","","-7.8","","18","","0.0","","","","","","","","96.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 17:00","2019","04","01","17:00","15.5","","-4.5","","25","","0.0","","","","","","","","96.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 18:00","2019","04","01","18:00","14.2","","-4.3","","27","","0.0","","","","","","","","96.30","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 19:00","2019","04","01","19:00","11.6","","-3.8","","34","","0.0","","","","","","","","96.29","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 20:00","2019","04","01","20:00","8.9","","-4.0","","40","","0.0","","","","","","","","96.30","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 21:00","2019","04","01","21:00","5.8","","-2.5","","55","","0.0","","","","","","","","96.31","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 22:00","2019","04","01","22:00","5.0","","-2.4","","59","","0.0","","","","","","","","96.33","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-01 23:00","2019","04","01","23:00","3.1","","-3.4","","62","","0.0","","","","","","","","96.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-02 00:00","2019","04","02","00:00","3.5","","-3.0","","62","","0.0","","","","","","","","96.34","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-02 01:00","2019","04","02","01:00","1.7","","-4.0","","66","","0.0","","","","","","","","96.34","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-02 02:00","2019","04","02","02:00","2.3","","-3.7","","65","","0.0","","","","","","","","96.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-02 03:00","2019","04","02","03:00","1.2","","-3.9","","69","","0.0","","","","","","","","96.31","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-04-02 04:00","2019","04","02","04:00","0.9","","-3.6","","72","","0.0","","","","","","","","96.32","","","","","","NA"
