"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 00:00","2017","01","01","00:00","-5.0","","-6.3","","90","","0.0","","","","","","","","95.28","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 01:00","2017","01","01","01:00","-4.4","","-5.7","","91","","0.0","","","","","","","","95.30","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 02:00","2017","01","01","02:00","-4.2","","-5.8","","88","","0.3","","","","","","","","95.30","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 03:00","2017","01","01","03:00","-3.8","","-5.9","","85","","0.0","","","","","","","","95.35","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 04:00","2017","01","01","04:00","-4.2","","-5.9","","88","","0.0","","","","","","","","95.36","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 05:00","2017","01","01","05:00","-4.2","","-6.1","","87","","0.0","","","","","","","","95.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 06:00","2017","01","01","06:00","-3.8","","-6.4","","82","","0.0","","","","","","","","95.40","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 07:00","2017","01","01","07:00","-3.5","","-6.5","","80","","0.0","","","","","","","","95.47","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 08:00","2017","01","01","08:00","-3.4","","-6.4","","79","","0.0","","","","","","","","95.50","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 09:00","2017","01","01","09:00","-3.0","","-7.1","","73","","0.0","","","","","","","","95.55","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 10:00","2017","01","01","10:00","-2.6","","-7.9","","67","","0.0","","","","","","","","95.64","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 11:00","2017","01","01","11:00","-2.0","","-8.8","","60","","0.0","","","","","","","","95.67","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 12:00","2017","01","01","12:00","-1.8","","-9.2","","57","","0.0","","","","","","","","95.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 13:00","2017","01","01","13:00","-1.7","","-9.8","","54","","0.0","","","","","","","","95.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 14:00","2017","01","01","14:00","-1.7","","-9.5","","55","","0.0","","","","","","","","95.72","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 15:00","2017","01","01","15:00","-2.1","","-9.6","","56","","0.0","","","","","","","","95.78","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 16:00","2017","01","01","16:00","-2.4","","-10.0","","56","","0.0","","","","","","","","95.83","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 17:00","2017","01","01","17:00","-2.5","","-10.3","","55","","0.0","","","","","","","","95.89","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 18:00","2017","01","01","18:00","-2.9","","-10.6","","55","","0.0","","","","","","","","95.94","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 19:00","2017","01","01","19:00","-3.1","","-11.4","","53","","0.0","","","","","","","","95.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 20:00","2017","01","01","20:00","-3.6","","-11.8","","53","","0.0","","","","","","","","96.05","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 21:00","2017","01","01","21:00","-3.9","","-12.9","","50","","0.0","","","","","","","","96.11","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 22:00","2017","01","01","22:00","-4.4","","-13.3","","50","","0.0","","","","","","","","96.16","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-01 23:00","2017","01","01","23:00","-5.6","","-12.9","","56","","0.0","","","","","","","","96.20","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 00:00","2017","01","02","00:00","-6.4","","-13.3","","58","","0.0","","","","","","","","96.24","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 01:00","2017","01","02","01:00","-5.6","","-14.5","","49","","0.0","","","","","","","","96.27","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 02:00","2017","01","02","02:00","-6.9","","-14.1","","56","","0.0","","","","","","","","96.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 03:00","2017","01","02","03:00","-7.4","","-14.3","","58","","0.0","","","","","","","","96.39","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 04:00","2017","01","02","04:00","-7.6","","-14.3","","59","","0.0","","","","","","","","96.42","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 05:00","2017","01","02","05:00","-8.3","","-14.5","","61","","0.0","","","","","","","","96.47","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 06:00","2017","01","02","06:00","-9.2","","-14.5","","65","","0.0","","","","","","","","96.55","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 07:00","2017","01","02","07:00","-9.7","","-14.7","","67","","0.0","","","","","","","","96.62","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 08:00","2017","01","02","08:00","-10.9","","-14.9","","72","","0.0","","","","","","","","96.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 09:00","2017","01","02","09:00","-9.9","","-14.3","","70","","0.0","","","","","","","","96.77","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 10:00","2017","01","02","10:00","-8.9","","-14.2","","65","","0.0","","","","","","","","96.86","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 11:00","2017","01","02","11:00","-8.1","","-15.1","","57","","0.0","","","","","","","","96.89","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 12:00","2017","01","02","12:00","-7.6","","-15.1","","55","","0.0","","","","","","","","96.90","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 13:00","2017","01","02","13:00","-7.0","","-15.4","","51","","0.0","","","","","","","","96.90","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 14:00","2017","01","02","14:00","-6.4","","-16.2","","45","","0.0","","","","","","","","96.92","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 15:00","2017","01","02","15:00","-7.1","","-16.7","","46","","0.0","","","","","","","","96.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 16:00","2017","01","02","16:00","-8.1","","-16.5","","51","","0.0","","","","","","","","97.03","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 17:00","2017","01","02","17:00","-9.1","","-16.1","","57","","0.0","","","","","","","","97.10","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 18:00","2017","01","02","18:00","-10.7","","-16.2","","64","","0.0","","","","","","","","97.14","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 19:00","2017","01","02","19:00","-11.1","","-16.3","","65","","0.0","","","","","","","","97.21","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-01-02 20:00","2017","01","02","20:00","-12.8","","-16.8","","72","","0.0","","","","","","","","97.27","","","","","","NA"
