"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 00:00","2017","11","01","00:00","4.9","","1.4","","78","","0.0","","","","","","","","95.04","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 01:00","2017","11","01","01:00","5.3","","0.9","","73","","0.0","","","","","","","","95.00","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 02:00","2017","11","01","02:00","5.8","","2.2","","78","","0.0","","","","","","","","95.01","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 03:00","2017","11","01","03:00","5.5","","2.6","","82","","0.0","","","","","","","","95.00","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 04:00","2017","11","01","04:00","5.1","","2.2","","81","","0.0","","","","","","","","94.96","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 05:00","2017","11","01","05:00","6.5","","2.2","","74","","0.0","","","","","","","","95.02","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 06:00","2017","11","01","06:00","6.0","","2.1","","76","","0.0","","","","","","","","95.03","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 07:00","2017","11","01","07:00","7.2","","2.5","","72","","0.0","","","","","","","","95.10","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 08:00","2017","11","01","08:00","6.6","","2.9","","77","","0.0","","","","","","","","95.17","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2017-11-01 09:00","2017","11","01","09:00","7.2","","2.8","","74","","0.0","","","","","","","","95.23","","","","","","NA"
