"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 00:00","2019","03","01","00:00","-4.1","","-5.4","","91","","0.0","","","","","","","","96.64","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 01:00","2019","03","01","01:00","-4.2","","-5.8","","89","","0.0","","","","","","","","96.67","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 02:00","2019","03","01","02:00","-5.3","","-7.3","","86","","0.0","","","","","","","","96.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 03:00","2019","03","01","03:00","-6.6","","-7.9","","90","","0.0","","","","","","","","96.67","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 04:00","2019","03","01","04:00","-4.9","","-6.9","","86","","0.0","","","","","","","","96.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 05:00","2019","03","01","05:00","-5.0","","-6.4","","90","","0.0","","","","","","","","96.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 06:00","2019","03","01","06:00","-4.5","","-6.3","","87","","0.0","","","","","","","","96.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 07:00","2019","03","01","07:00","-3.1","","-5.5","","83","","0.0","","","","","","","","96.71","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 08:00","2019","03","01","08:00","-3.8","","-6.0","","85","","0.0","","","","","","","","96.74","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 09:00","2019","03","01","09:00","-2.4","","-5.8","","78","","0.0","","","","","","","","96.77","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 10:00","2019","03","01","10:00","-1.8","","-6.3","","72","","0.0","","","","","","","","96.74","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 11:00","2019","03","01","11:00","-1.1","","-7.4","","62","","0.0","","","","","","","","96.74","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 12:00","2019","03","01","12:00","-0.7","","-7.3","","61","","0.0","","","","","","","","96.73","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 13:00","2019","03","01","13:00","0.6","","-6.6","","59","","0.0","","","","","","","","96.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 14:00","2019","03","01","14:00","0.0","","-5.9","","65","","0.0","","","","","","","","96.64","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 15:00","2019","03","01","15:00","0.0","","-5.9","","64","","0.0","","","","","","","","96.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 16:00","2019","03","01","16:00","0.4","","-6.5","","60","","0.0","","","","","","","","96.64","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 17:00","2019","03","01","17:00","-0.4","","-5.5","","69","","0.0","","","","","","","","96.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 18:00","2019","03","01","18:00","-2.7","","-6.9","","73","","0.0","","","","","","","","96.67","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 19:00","2019","03","01","19:00","-2.2","","-5.5","","78","","0.0","","","","","","","","96.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 20:00","2019","03","01","20:00","-4.9","","-6.8","","86","","0.0","","","","","","","","96.74","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 21:00","2019","03","01","21:00","-4.9","","-6.7","","87","","0.0","","","","","","","","96.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 22:00","2019","03","01","22:00","-6.0","","-7.7","","88","","0.0","","","","","","","","96.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-01 23:00","2019","03","01","23:00","-6.2","","-7.6","","90","","0.0","","","","","","","","96.89","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 00:00","2019","03","02","00:00","-7.3","","-8.5","","91","","0.0","","","","","","","","96.94","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 01:00","2019","03","02","01:00","-8.0","","-9.5","","89","","0.0","","","","","","","","97.00","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 02:00","2019","03","02","02:00","-9.8","","-11.5","","88","","0.0","","","","","","","","97.05","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 03:00","2019","03","02","03:00","-9.5","","-10.9","","89","","0.0","","","","","","","","97.09","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 04:00","2019","03","02","04:00","-7.8","","-9.2","","90","","0.0","","","","","","","","97.13","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 05:00","2019","03","02","05:00","-6.6","","-8.3","","88","","0.0","","","","","","","","97.18","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 06:00","2019","03","02","06:00","-5.5","","-7.9","","83","","0.0","","","","","","","","97.22","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 07:00","2019","03","02","07:00","-5.1","","-10.6","","65","","0.0","","","","","","","","97.27","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 08:00","2019","03","02","08:00","-4.9","","-12.9","","54","","0.0","","","","","","","","97.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 09:00","2019","03","02","09:00","-4.7","","-14.1","","48","","0.0","","","","","","","","97.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 10:00","2019","03","02","10:00","-4.7","","-14.7","","46","","0.0","","","","","","","","97.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 11:00","2019","03","02","11:00","-4.1","","-14.8","","43","","0.0","","","","","","","","97.39","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 12:00","2019","03","02","12:00","-3.6","","-17.2","","34","","0.0","","","","","","","","97.35","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 13:00","2019","03","02","13:00","-3.1","","-15.6","","37","","0.0","","","","","","","","97.29","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 14:00","2019","03","02","14:00","-2.3","","-15.8","","35","","0.0","","","","","","","","97.25","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 15:00","2019","03","02","15:00","-1.7","","-15.3","","35","","0.0","","","","","","","","97.24","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 16:00","2019","03","02","16:00","-1.8","","-15.6","","34","","0.0","","","","","","","","97.23","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 17:00","2019","03","02","17:00","-2.4","","-15.8","","35","","0.0","","","","","","","","97.24","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 18:00","2019","03","02","18:00","-3.8","","-15.7","","39","","0.0","","","","","","","","97.28","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 19:00","2019","03","02","19:00","-5.0","","-15.2","","45","","0.0","","","","","","","","97.36","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 20:00","2019","03","02","20:00","-5.1","","-15.5","","44","","0.0","","","","","","","","97.41","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 21:00","2019","03","02","21:00","-5.8","","-15.5","","46","","0.0","","","","","","","","97.47","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 22:00","2019","03","02","22:00","-7.6","","-15.3","","54","","0.0","","","","","","","","97.53","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-02 23:00","2019","03","02","23:00","-8.5","","-14.8","","60","","0.0","","","","","","","","97.57","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 00:00","2019","03","03","00:00","-8.8","","-14.8","","62","","0.0","","","","","","","","97.61","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 01:00","2019","03","03","01:00","-9.1","","-14.3","","66","","0.0","","","","","","","","97.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 02:00","2019","03","03","02:00","-9.9","","-14.5","","69","","0.0","","","","","","","","97.68","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 03:00","2019","03","03","03:00","-10.7","","-15.3","","69","","0.0","","","","","","","","97.71","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 04:00","2019","03","03","04:00","-11.3","","-15.5","","71","","0.0","","","","","","","","97.75","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-03-03 05:00","2019","03","03","05:00","-11.2","","-15.3","","72","","0.0","","","","","","","","97.81","","","","","","NA"
