"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 00:00","2018","11","01","00:00","4.1","","3.1","","93","","0.0","","","","","","","","96.36","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 01:00","2018","11","01","01:00","4.6","","3.5","","93","","0.0","","","","","","","","96.43","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 02:00","2018","11","01","02:00","4.2","","3.2","","93","","0.0","","","","","","","","96.44","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 03:00","2018","11","01","03:00","5.1","","4.1","","93","","0.0","","","","","","","","96.46","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 04:00","2018","11","01","04:00","5.8","","4.7","","92","","0.0","","","","","","","","96.47","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 05:00","2018","11","01","05:00","5.9","","4.7","","92","","0.0","","","","","","","","96.51","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 06:00","2018","11","01","06:00","6.2","","4.8","","91","","0.3","","","","","","","","96.51","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 07:00","2018","11","01","07:00","6.0","","4.6","","91","","0.6","","","","","","","","96.46","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 08:00","2018","11","01","08:00","6.1","","4.8","","92","","0.7","","","","","","","","96.45","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2018-11-01 09:00","2018","11","01","09:00","6.4","","5.0","","91","","1.0","","","","","","","","96.46","","","","","","NA"
