"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 00:00","2020","05","01","00:00","9.4","","-2.2","","44","","","M","","","","","","","96.32","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 01:00","2020","05","01","01:00","7.5","","-1.8","","52","","","M","","","","","","","96.33","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 02:00","2020","05","01","02:00","6.5","","-1.6","","56","","","M","","","","","","","96.35","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 03:00","2020","05","01","03:00","5.7","","-1.8","","59","","","M","","","","","","","96.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 04:00","2020","05","01","04:00","3.2","","-1.4","","71","","","M","","","","","","","96.38","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 05:00","2020","05","01","05:00","3.6","","-0.9","","72","","","M","","","","","","","96.40","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 06:00","2020","05","01","06:00","4.5","","-0.6","","69","","","M","","","","","","","96.42","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 07:00","2020","05","01","07:00","8.3","","-0.9","","52","","","M","","","","","","","96.44","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 08:00","2020","05","01","08:00","11.0","","-1.2","","43","","","M","","","","","","","96.42","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 09:00","2020","05","01","09:00","12.4","","-1.9","","37","","","M","","","","","","","96.37","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 10:00","2020","05","01","10:00","13.4","","-2.9","","32","","","M","","","","","","","96.34","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 11:00","2020","05","01","11:00","15.5","","-2.0","","30","","","M","","","","","","","96.28","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 12:00","2020","05","01","12:00","17.8","","-1.7","","26","","","M","","","","","","","96.20","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 13:00","2020","05","01","13:00","18.2","","-4.0","","22","","","M","","","","","","","96.16","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 14:00","2020","05","01","14:00","19.5","","-3.7","","20","","","M","","","","","","","96.09","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 15:00","2020","05","01","15:00","19.9","","-2.7","","22","","","M","","","","","","","96.01","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 16:00","2020","05","01","16:00","20.0","","-2.6","","22","","","M","","","","","","","95.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 17:00","2020","05","01","17:00","20.1","","-3.4","","20","","","M","","","","","","","95.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 18:00","2020","05","01","18:00","18.0","","-3.5","","23","","","M","","","","","","","95.98","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 19:00","2020","05","01","19:00","16.1","","-3.0","","27","","","M","","","","","","","96.02","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 20:00","2020","05","01","20:00","15.7","","-4.2","","25","","","M","","","","","","","96.07","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 21:00","2020","05","01","21:00","13.6","","-3.3","","31","","","M","","","","","","","96.12","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 22:00","2020","05","01","22:00","14.6","","-4.3","","27","","","M","","","","","","","96.14","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-01 23:00","2020","05","01","23:00","9.9","","-1.4","","45","","","M","","","","","","","96.17","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-02 00:00","2020","05","02","00:00","7.3","","-2.7","","49","","","M","","","","","","","96.17","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-02 01:00","2020","05","02","01:00","7.0","","-1.7","","54","","","M","","","","","","","96.16","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-02 02:00","2020","05","02","02:00","5.7","","-1.5","","60","","","M","","","","","","","96.13","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-02 03:00","2020","05","02","03:00","5.9","","-1.6","","59","","","M","","","","","","","96.11","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2020-05-02 04:00","2020","05","02","04:00","7.1","","-1.6","","54","","","M","","","","","","","96.11","","","","","","NA"
