"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 00:00","2021","05","01","00:00","10.1","","2.9","","61","","0.0","","","","","","","","96.20","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 01:00","2021","05","01","01:00","8.8","","3.0","","67","","0.0","","","","","","","","96.15","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 02:00","2021","05","01","02:00","9.0","","3.2","","67","","0.0","","","","","","","","96.11","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 03:00","2021","05","01","03:00","9.2","","3.0","","65","","0.0","","","","","","","","96.07","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 04:00","2021","05","01","04:00","8.8","","3.2","","68","","0.0","","","","","","","","96.06","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 05:00","2021","05","01","05:00","9.9","","2.8","","61","","0.0","","","","","","","","96.05","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 06:00","2021","05","01","06:00","11.4","","0.7","","48","","0.0","","","","","","","","96.08","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 07:00","2021","05","01","07:00","12.1","","0.8","","46","","0.0","","","","","","","","96.10","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 08:00","2021","05","01","08:00","13.1","","-0.5","","39","","0.0","","","","","","","","96.08","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 09:00","2021","05","01","09:00","13.7","","-0.8","","37","","0.0","","","","","","","","96.05","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 10:00","2021","05","01","10:00","14.0","","-2.2","","33","","0.0","","","","","","","","96.04","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 11:00","2021","05","01","11:00","12.6","","1.9","","48","","0.0","","","","","","","","96.06","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 12:00","2021","05","01","12:00","12.7","","0.9","","45","","0.0","","","","","","","","96.08","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2021-05-01 13:00","2021","05","01","13:00","13.3","","2.4","","48","","0.0","","","","","","","","96.08","","","","","","NA"
