"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 00:00","2019","02","01","00:00","0.0","","-3.7","","76","","0.0","","","","","","","","95.36","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 01:00","2019","02","01","01:00","-0.1","","-3.7","","77","","0.0","","","","","","","","95.34","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 02:00","2019","02","01","02:00","-0.2","","-3.4","","79","","0.0","","","","","","","","95.37","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 03:00","2019","02","01","03:00","0.1","","-3.7","","76","","0.0","","","","","","","","95.30","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 04:00","2019","02","01","04:00","-0.4","","-3.6","","79","","0.0","","","","","","","","95.27","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 05:00","2019","02","01","05:00","-0.3","","-3.5","","79","","0.0","","","","","","","","95.20","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 06:00","2019","02","01","06:00","-0.3","","-3.5","","79","","0.0","","","","","","","","95.16","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 07:00","2019","02","01","07:00","0.0","","-3.4","","78","","0.0","","","","","","","","95.12","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 08:00","2019","02","01","08:00","-0.2","","-3.5","","78","","0.0","","","","","","","","95.11","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 09:00","2019","02","01","09:00","0.5","","-3.3","","76","","0.0","","","","","","","","95.10","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 10:00","2019","02","01","10:00","1.3","","-3.1","","72","","0.0","","","","","","","","95.10","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 11:00","2019","02","01","11:00","1.6","","-3.3","","70","","0.0","","","","","","","","95.12","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 12:00","2019","02","01","12:00","2.2","","-3.2","","68","","0.0","","","","","","","","95.04","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 13:00","2019","02","01","13:00","2.4","","-3.5","","65","","0.0","","","","","","","","94.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 14:00","2019","02","01","14:00","3.1","","-3.6","","61","","0.0","","","","","","","","94.93","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 15:00","2019","02","01","15:00","2.6","","-3.4","","65","","0.0","","","","","","","","94.91","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 16:00","2019","02","01","16:00","2.1","","-3.1","","68","","0.0","","","","","","","","94.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 17:00","2019","02","01","17:00","2.1","","-3.1","","69","","0.0","","","","","","","","94.82","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 18:00","2019","02","01","18:00","1.6","","-2.6","","73","","0.0","","","","","","","","94.83","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 19:00","2019","02","01","19:00","1.6","","-2.2","","76","","0.0","","","","","","","","94.83","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 20:00","2019","02","01","20:00","1.7","","-1.9","","77","","0.0","","","","","","","","94.82","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 21:00","2019","02","01","21:00","1.9","","-1.7","","77","","0.0","","","","","","","","94.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 22:00","2019","02","01","22:00","1.9","","-1.6","","78","","0.0","","","","","","","","94.78","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-01 23:00","2019","02","01","23:00","1.8","","-1.3","","80","","0.0","","","","","","","","94.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 00:00","2019","02","02","00:00","1.0","","-0.8","","87","","0.2","","","","","","","","94.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 01:00","2019","02","02","01:00","0.9","","-0.7","","89","","0.0","","","","","","","","94.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 02:00","2019","02","02","02:00","1.6","","-0.8","","84","","0.0","","","","","","","","94.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 03:00","2019","02","02","03:00","1.8","","-0.6","","84","","0.0","","","","","","","","94.71","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 04:00","2019","02","02","04:00","2.0","","-1.0","","80","","0.0","","","","","","","","94.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 05:00","2019","02","02","05:00","1.7","","-1.1","","82","","0.0","","","","","","","","94.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 06:00","2019","02","02","06:00","1.6","","-1.2","","82","","0.0","","","","","","","","94.62","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 07:00","2019","02","02","07:00","1.4","","-1.4","","81","","0.0","","","","","","","","94.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 08:00","2019","02","02","08:00","1.9","","-1.9","","76","","0.0","","","","","","","","94.72","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 09:00","2019","02","02","09:00","1.5","","-2.3","","76","","0.0","","","","","","","","94.76","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 10:00","2019","02","02","10:00","2.0","","-2.3","","74","","0.0","","","","","","","","94.79","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 11:00","2019","02","02","11:00","2.3","","-2.3","","72","","0.0","","","","","","","","94.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 12:00","2019","02","02","12:00","2.1","","-2.2","","73","","0.0","","","","","","","","94.79","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 13:00","2019","02","02","13:00","2.6","","-2.4","","70","","0.0","","","","","","","","94.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 14:00","2019","02","02","14:00","2.8","","-6.7","","50","","0.0","","","","","","","","94.84","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 15:00","2019","02","02","15:00","2.5","","-8.9","","43","","0.0","","","","","","","","94.83","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 16:00","2019","02","02","16:00","2.0","","-9.3","","43","","0.0","","","","","","","","94.82","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 17:00","2019","02","02","17:00","1.4","","-8.3","","48","","0.0","","","","","","","","94.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 18:00","2019","02","02","18:00","0.5","","-8.2","","52","","0.0","","","","","","","","94.79","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 19:00","2019","02","02","19:00","0.3","","-9.3","","49","","0.0","","","","","","","","94.76","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 20:00","2019","02","02","20:00","-0.4","","-8.8","","53","","0.0","","","","","","","","94.74","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 21:00","2019","02","02","21:00","-1.0","","-8.9","","55","","0.0","","","","","","","","94.70","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 22:00","2019","02","02","22:00","-1.5","","-10.2","","51","","0.0","","","","","","","","94.65","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-02 23:00","2019","02","02","23:00","-2.3","","-10.2","","55","","0.0","","","","","","","","94.63","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 00:00","2019","02","03","00:00","-3.3","","-10.1","","59","","0.0","","","","","","","","94.63","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 01:00","2019","02","03","01:00","-4.0","","-10.9","","59","","0.0","","","","","","","","94.63","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 02:00","2019","02","03","02:00","-4.8","","-11.3","","61","","0.0","","","","","","","","94.62","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 03:00","2019","02","03","03:00","-5.6","","-12.5","","58","","0.0","","","","","","","","94.63","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 04:00","2019","02","03","04:00","-6.4","","-12.5","","62","","0.0","","","","","","","","94.60","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 05:00","2019","02","03","05:00","-7.4","","-13.4","","62","","0.0","","","","","","","","94.61","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 06:00","2019","02","03","06:00","-8.5","","-14.1","","64","","0.0","","","","","","","","94.64","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 07:00","2019","02","03","07:00","-9.6","","-14.6","","67","","0.0","","","","","","","","94.69","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 08:00","2019","02","03","08:00","-10.1","","-15.2","","66","","0.0","","","","","","","","94.75","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 09:00","2019","02","03","09:00","-10.5","","-15.8","","65","","0.0","","","","","","","","94.80","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 10:00","2019","02","03","10:00","-11.0","","-17.0","","61","","0.0","","","","","","","","94.86","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 11:00","2019","02","03","11:00","-11.4","","-18.1","","58","","0.0","","","","","","","","94.94","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 12:00","2019","02","03","12:00","-11.6","","-19.2","","53","","0.0","","","","","","","","94.99","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 13:00","2019","02","03","13:00","-11.8","","-19.5","","52","","0.0","","","","","","","","95.03","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 14:00","2019","02","03","14:00","-12.5","","-20.1","","53","","0.0","","","","","","","","95.09","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 15:00","2019","02","03","15:00","-12.7","","-20.4","","52","","0.0","","","","","","","","95.15","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 16:00","2019","02","03","16:00","-13.2","","-20.7","","53","","0.0","","","","","","","","95.23","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 17:00","2019","02","03","17:00","-13.6","","-21.0","","54","","0.0","","","","","","","","95.31","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 18:00","2019","02","03","18:00","-13.9","","-21.6","","52","","0.0","","","","","","","","95.40","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 19:00","2019","02","03","19:00","-14.2","","-22.0","","52","","0.0","","","","","","","","95.46","","","","","","NA"
"-119.40","49.94","KELOWNA UBCO","1123996","2019-02-03 20:00","2019","02","03","20:00","-14.3","","-21.2","","56","","0.0","","","","","","","","95.52","","","","","","NA"
